Dokumen_ID,Nama_Dokumen,Pengacara_ID,Kasus_ID,Tanggal_Upload,Staf_ID,URL_Doc
90001,Jawaban Gugatan Kasus ID 50001,441,50001,2025-09-11,982,https://doc_storage.com/50001_4f9d9.pdf
90002,Surat Kuasa Kasus ID 50002,184,50002,2025-11-01,750,https://doc_storage.com/50002_d55f0.pdf
90003,Surat Kuasa Kasus ID 50003,73,50003,2025-12-21,516,https://doc_storage.com/50003_42a86.pdf
90004,Surat Kuasa Kasus ID 50004,112,50004,2024-08-23,959,https://doc_storage.com/50004_cd07e.pdf
90005,Gugatan Kasus ID 50005,676,50005,2025-11-14,824,https://doc_storage.com/50005_b5756.pdf
90006,Jawaban Gugatan Kasus ID 50006,496,50006,2025-08-14,775,https://doc_storage.com/50006_df0e3.pdf
90007,Putusan Pengadilan Kasus ID 50007,515,50007,2025-09-15,39,https://doc_storage.com/50007_3d23d.pdf
90008,Gugatan Kasus ID 50008,36,50008,2025-08-21,75,https://doc_storage.com/50008_c1410.pdf
90009,Gugatan Kasus ID 50009,461,50009,2024-03-09,831,https://doc_storage.com/50009_f2352.pdf
90010,Putusan Pengadilan Kasus ID 50010,83,50010,2025-12-18,988,https://doc_storage.com/50010_c5971.pdf
90011,Jawaban Gugatan Kasus ID 50011,874,50011,2025-01-06,985,https://doc_storage.com/50011_fd0a2.pdf
90012,Putusan Pengadilan Kasus ID 50012,992,50012,2025-11-29,524,https://doc_storage.com/50012_d5359.pdf
90013,Bukti-Bukti Kasus ID 50013,42,50013,2025-03-25,200,https://doc_storage.com/50013_afe90.pdf
90014,Surat Kuasa Kasus ID 50014,829,50014,2025-09-26,481,https://doc_storage.com/50014_367ce.pdf
90015,Bukti-Bukti Kasus ID 50015,129,50015,2024-12-31,369,https://doc_storage.com/50015_8a455.pdf
90016,Gugatan Kasus ID 50016,549,50016,2025-12-09,994,https://doc_storage.com/50016_7d999.pdf
90017,Gugatan Kasus ID 50017,117,50017,2024-07-06,935,https://doc_storage.com/50017_81697.pdf
90018,Surat Kuasa Kasus ID 50018,90,50018,2025-11-30,79,https://doc_storage.com/50018_52cd7.pdf
90019,Putusan Pengadilan Kasus ID 50019,513,50019,2025-12-03,761,https://doc_storage.com/50019_860dd.pdf
90020,Putusan Pengadilan Kasus ID 50020,276,50020,2025-02-22,466,https://doc_storage.com/50020_8aad4.pdf
90021,Bukti-Bukti Kasus ID 50021,375,50021,2025-08-07,162,https://doc_storage.com/50021_872af.pdf
90022,Bukti-Bukti Kasus ID 50022,951,50022,2025-09-20,747,https://doc_storage.com/50022_5b2cf.pdf
90023,Gugatan Kasus ID 50023,261,50023,2025-06-19,224,https://doc_storage.com/50023_fa06e.pdf
90024,Bukti-Bukti Kasus ID 50024,502,50024,2025-03-29,310,https://doc_storage.com/50024_11439.pdf
90025,Gugatan Kasus ID 50025,334,50025,2025-11-10,240,https://doc_storage.com/50025_b236e.pdf
90026,Putusan Pengadilan Kasus ID 50026,246,50026,2025-12-22,372,https://doc_storage.com/50026_89a05.pdf
90027,Gugatan Kasus ID 50027,985,50027,2025-05-17,631,https://doc_storage.com/50027_ab008.pdf
90028,Surat Kuasa Kasus ID 50028,47,50028,2025-12-30,84,https://doc_storage.com/50028_c0ae5.pdf
90029,Jawaban Gugatan Kasus ID 50029,217,50029,2025-10-23,335,https://doc_storage.com/50029_e1b3a.pdf
90030,Putusan Pengadilan Kasus ID 50030,895,50030,2025-12-26,942,https://doc_storage.com/50030_7e382.pdf
90031,Gugatan Kasus ID 50031,35,50031,2025-03-17,594,https://doc_storage.com/50031_e4d29.pdf
90032,Bukti-Bukti Kasus ID 50032,226,50032,2025-11-30,84,https://doc_storage.com/50032_1b531.pdf
90033,Bukti-Bukti Kasus ID 50033,813,50033,2025-01-21,674,https://doc_storage.com/50033_36564.pdf
90034,Putusan Pengadilan Kasus ID 50034,525,50034,2025-08-27,565,https://doc_storage.com/50034_bc68f.pdf
90035,Gugatan Kasus ID 50035,367,50035,2025-12-18,393,https://doc_storage.com/50035_a2873.pdf
90036,Gugatan Kasus ID 50036,952,50036,2025-07-02,715,https://doc_storage.com/50036_df67b.pdf
90037,Jawaban Gugatan Kasus ID 50037,617,50037,2025-10-19,95,https://doc_storage.com/50037_a2eb3.pdf
90038,Putusan Pengadilan Kasus ID 50038,887,50038,2025-06-28,399,https://doc_storage.com/50038_97384.pdf
90039,Bukti-Bukti Kasus ID 50039,499,50039,2025-12-09,639,https://doc_storage.com/50039_ceab9.pdf
90040,Putusan Pengadilan Kasus ID 50040,149,50040,2025-12-27,157,https://doc_storage.com/50040_156a7.pdf
90041,Jawaban Gugatan Kasus ID 50041,641,50041,2025-03-16,114,https://doc_storage.com/50041_0e588.pdf
90042,Bukti-Bukti Kasus ID 50042,83,50042,2025-10-20,646,https://doc_storage.com/50042_9057f.pdf
90043,Bukti-Bukti Kasus ID 50043,458,50043,2025-10-15,715,https://doc_storage.com/50043_fd391.pdf
90044,Resume Kasus Kasus ID 50044,410,50044,2025-02-24,582,https://doc_storage.com/50044_434c5.pdf
90045,Gugatan Kasus ID 50045,793,50045,2025-02-09,303,https://doc_storage.com/50045_bd101.pdf
90046,Bukti-Bukti Kasus ID 50046,176,50046,2025-12-29,612,https://doc_storage.com/50046_af7b2.pdf
90047,Bukti-Bukti Kasus ID 50047,732,50047,2025-01-09,466,https://doc_storage.com/50047_63ea2.pdf
90048,Putusan Pengadilan Kasus ID 50048,114,50048,2025-07-03,539,https://doc_storage.com/50048_4c11c.pdf
90049,Jawaban Gugatan Kasus ID 50049,508,50049,2024-08-01,80,https://doc_storage.com/50049_11f81.pdf
90050,Surat Kuasa Kasus ID 50050,661,50050,2025-11-19,35,https://doc_storage.com/50050_c6380.pdf
90051,Resume Kasus Kasus ID 50051,129,50051,2025-05-21,910,https://doc_storage.com/50051_54f3d.pdf
90052,Putusan Pengadilan Kasus ID 50052,361,50052,2025-05-13,981,https://doc_storage.com/50052_0aaef.pdf
90053,Jawaban Gugatan Kasus ID 50053,471,50053,2025-06-14,899,https://doc_storage.com/50053_de91b.pdf
90054,Gugatan Kasus ID 50054,403,50054,2024-07-03,82,https://doc_storage.com/50054_14f1e.pdf
90055,Putusan Pengadilan Kasus ID 50055,512,50055,2024-05-16,647,https://doc_storage.com/50055_205a8.pdf
90056,Surat Kuasa Kasus ID 50056,85,50056,2025-01-18,177,https://doc_storage.com/50056_04411.pdf
90057,Resume Kasus Kasus ID 50057,620,50057,2025-11-17,514,https://doc_storage.com/50057_fb684.pdf
90058,Surat Kuasa Kasus ID 50058,884,50058,2025-12-03,1,https://doc_storage.com/50058_133d1.pdf
90059,Gugatan Kasus ID 50059,173,50059,2025-04-20,888,https://doc_storage.com/50059_fd17a.pdf
90060,Putusan Pengadilan Kasus ID 50060,547,50060,2025-09-21,463,https://doc_storage.com/50060_f2a9f.pdf
90061,Surat Kuasa Kasus ID 50061,426,50061,2025-12-19,225,https://doc_storage.com/50061_ae1fe.pdf
90062,Resume Kasus Kasus ID 50062,372,50062,2025-04-23,531,https://doc_storage.com/50062_3d72d.pdf
90063,Resume Kasus Kasus ID 50063,569,50063,2025-09-26,181,https://doc_storage.com/50063_49a7d.pdf
90064,Putusan Pengadilan Kasus ID 50064,546,50064,2024-12-19,621,https://doc_storage.com/50064_3ec8f.pdf
90065,Putusan Pengadilan Kasus ID 50065,669,50065,2025-12-21,352,https://doc_storage.com/50065_647e4.pdf
90066,Gugatan Kasus ID 50066,550,50066,2025-07-04,575,https://doc_storage.com/50066_79fc2.pdf
90067,Putusan Pengadilan Kasus ID 50067,685,50067,2025-06-20,732,https://doc_storage.com/50067_202c2.pdf
90068,Jawaban Gugatan Kasus ID 50068,354,50068,2025-11-24,945,https://doc_storage.com/50068_e8ee0.pdf
90069,Jawaban Gugatan Kasus ID 50069,81,50069,2025-12-25,840,https://doc_storage.com/50069_9b4cc.pdf
90070,Jawaban Gugatan Kasus ID 50070,384,50070,2025-08-10,664,https://doc_storage.com/50070_c9f7d.pdf
90071,Resume Kasus Kasus ID 50071,810,50071,2025-03-14,888,https://doc_storage.com/50071_9d915.pdf
90072,Jawaban Gugatan Kasus ID 50072,966,50072,2025-12-14,972,https://doc_storage.com/50072_17fbf.pdf
90073,Bukti-Bukti Kasus ID 50073,324,50073,2025-05-15,895,https://doc_storage.com/50073_2b6e9.pdf
90074,Jawaban Gugatan Kasus ID 50074,76,50074,2024-11-05,595,https://doc_storage.com/50074_1fe13.pdf
90075,Putusan Pengadilan Kasus ID 50075,322,50075,2025-09-26,303,https://doc_storage.com/50075_72b3f.pdf
90076,Resume Kasus Kasus ID 50076,791,50076,2025-11-13,162,https://doc_storage.com/50076_235bd.pdf
90077,Jawaban Gugatan Kasus ID 50077,192,50077,2025-01-23,257,https://doc_storage.com/50077_07798.pdf
90078,Resume Kasus Kasus ID 50078,586,50078,2025-04-23,318,https://doc_storage.com/50078_1dc63.pdf
90079,Bukti-Bukti Kasus ID 50079,218,50079,2024-09-10,179,https://doc_storage.com/50079_8cd56.pdf
90080,Bukti-Bukti Kasus ID 50080,91,50080,2025-09-15,641,https://doc_storage.com/50080_26e25.pdf
90081,Jawaban Gugatan Kasus ID 50081,850,50081,2025-05-02,461,https://doc_storage.com/50081_06798.pdf
90082,Resume Kasus Kasus ID 50082,704,50082,2025-08-30,917,https://doc_storage.com/50082_5140a.pdf
90083,Putusan Pengadilan Kasus ID 50083,722,50083,2025-12-16,810,https://doc_storage.com/50083_41aba.pdf
90084,Putusan Pengadilan Kasus ID 50084,949,50084,2025-01-20,70,https://doc_storage.com/50084_97702.pdf
90085,Gugatan Kasus ID 50085,399,50085,2024-09-11,328,https://doc_storage.com/50085_0c421.pdf
90086,Gugatan Kasus ID 50086,547,50086,2024-09-17,809,https://doc_storage.com/50086_cb2c2.pdf
90087,Resume Kasus Kasus ID 50087,4,50087,2025-12-02,610,https://doc_storage.com/50087_7a852.pdf
